1547,9
1281,2929
3296,9
1500,9
1453,2929
2810,9
1682,2929
3172,9
2838,2929
11353,2929
1561,2929
3141,9
6170,9
1921,9
3421,2929
1766,2929
5311,9
1859,9
3436,2929
2187,2929
1797,2929
2530,9
3484,5859
3514,2929
2562,9
2546,9
3094,9
2030,2929
2546,9
2389,9
2265,9
2437,9
1749,9
2249,9
5014,9
2592,9
2483,9
4546,9
1563,9
2499,9
3559,9
1787,2929
